case_id,collision_severity,latitude,longitude,population,lighting,collision_time,intersection,location_type,road_surface,road_condition_1,weather_1,at_fault,financial_responsibility,party_age,party_sex,party_drug_physical,cellphone_in_use,vehicle_make,vehicle_year,party_sex_value,collision_severity_value,population_value,lighting_value,road_surface_value,weather_1_value,vehicle_make_norm,location_type_value,road_condition_1_value,financial_responsibility_value,party_drug_physical_value,alcohol_involved_value,ClusterNumber
3367780,property damage only,33.49154,-117.14504,50000 to 100000,daylight,14:05:00,0,highway,dry,normal,clear,1,proof of insurance obtained,37,male,not applicable,0,dodge,2007,1,1,6,5,1,1,dodge,1,1,1,1,0,1
3392416,property damage only,33.77771,-117.20699,unincorporated,daylight,06:55:00,0,highway,dry,normal,clear,1,proof of insurance obtained,44,male,not applicable,0,nissan,1995,1,1,1,5,1,1,nissan,1,1,1,1,0,1
3505775,property damage only,34.17328,-118.54852,>250000,daylight,07:30:00,0,highway,wet,normal,cloudy,1,proof of insurance obtained,25,female,not applicable,0,volkswagen,1996,2,1,8,5,2,2,volkswagen,1,1,1,1,0,1
3506314,property damage only,33.7476,-117.84335,>250000,dark with no street lights,16:50:00,0,highway,dry,normal,cloudy,1,proof of insurance obtained,46,male,not applicable,0,dodge,1999,1,1,8,1,1,2,dodge,1,1,1,1,1,1
3528015,property damage only,33.73495,-117.99223,50000 to 100000,daylight,09:54:00,0,highway,dry,normal,clear,1,proof of insurance obtained,23,female,not applicable,0,saturn,2005,2,1,6,5,1,1,saturn,1,1,1,1,0,1
3549495,property damage only,33.66837,-117.30593,25000 to 50000,dark with no street lights,17:45:00,0,highway,dry,normal,clear,1,proof of insurance obtained,50,male,not applicable,0,ford,1999,1,1,5,1,1,1,ford,1,1,1,1,0,1
3555281,pain,34.24483,-118.42341,>250000,daylight,14:00:00,0,highway,dry,normal,clear,1,proof of insurance obtained,54,female,not applicable,0,toyota,2000,2,2,8,5,1,1,toyota,1,1,1,1,0,1
3555525,other injury,33.964,-117.377,>250000,daylight,16:06:00,0,highway,dry,normal,clear,1,proof of insurance obtained,32,male,not applicable,0,nissan,2008,1,3,8,5,1,1,nissan,1,1,1,1,0,1
3559996,property damage only,34.58326,-118.13437,100000 to 250000,daylight,08:25:00,0,ramp,wet,normal,cloudy,1,proof of insurance obtained,29,female,not applicable,0,dodge,2004,2,1,7,5,2,2,dodge,2,1,1,1,0,1
3571272,pain,34.23176,-118.47284,>250000,daylight,13:30:00,0,highway,dry,normal,clear,1,proof of insurance obtained,50,female,not applicable,0,bmw,2007,2,2,8,5,1,1,bmw,1,1,1,1,0,1
3580693,property damage only,36.83804,-119.78537,>250000,daylight,12:55:00,0,ramp,wet,normal,cloudy,1,proof of insurance obtained,25,female,not applicable,0,cadillac,2003,2,1,8,5,2,2,cadillac,2,1,1,1,0,1
3586897,pain,34.15408,-118.46815,>250000,dark with no street lights,05:30:00,0,highway,wet,normal,cloudy,1,proof of insurance obtained,20,male,not applicable,0,gmc,2002,1,2,8,1,2,2,gmc,1,1,1,1,0,1
3593375,property damage only,33.75857,-118.02175,50000 to 100000,daylight,07:50:00,0,highway,dry,normal,clear,1,no proof of insurance obtained,19,male,not applicable,0,toyota,1987,1,1,6,5,1,1,toyota,1,1,2,1,0,1
3610776,severe injury,33.93796,-117.40084,>250000,dark with street lights,00:37:00,0,highway,dry,normal,clear,1,proof of insurance obtained,34,male,not applicable,0,dodge,2000,1,4,8,4,1,1,dodge,1,1,1,1,1,1
3619293,property damage only,34.27016,-119.12986,unincorporated,daylight,08:00:00,0,highway,dry,normal,clear,1,proof of insurance obtained,21,female,not applicable,0,nissan,2008,2,1,1,5,1,1,nissan,1,1,1,1,0,1
3628474,property damage only,34.18261,-118.89021,100000 to 250000,daylight,07:50:00,0,highway,dry,normal,cloudy,1,proof of insurance obtained,27,female,not applicable,0,ford,2003,2,1,7,5,1,2,ford,1,1,1,1,0,1
3632347,severe injury,34.17336,-118.54562,>250000,dark with no street lights,22:43:00,0,highway,dry,normal,clear,1,proof of insurance obtained,25,male,not applicable,0,ford,2001,1,4,8,1,1,1,ford,1,1,1,1,1,1
3638479,pain,33.80851,-117.2355,25000 to 50000,dark with no street lights,23:40:00,0,highway,dry,normal,clear,1,proof of insurance obtained,25,male,not applicable,1,toyota,2004,1,2,5,1,1,1,toyota,1,1,1,1,0,1
3638610,property damage only,34.18658,-118.40281,>250000,daylight,11:20:00,0,ramp,dry,normal,clear,1,proof of insurance obtained,62,female,not applicable,0,honda,2006,2,1,8,5,1,1,honda,2,1,1,1,0,1
3644716,pain,32.57566,-117.0816,>250000,dark with street lights,21:55:00,0,highway,dry,normal,cloudy,1,proof of insurance obtained,27,male,not applicable,0,toyota,2001,1,2,8,4,1,2,toyota,1,1,1,1,0,1
3648087,pain,34.21838,-119.05772,50000 to 100000,daylight,07:30:00,0,highway,dry,normal,clear,1,proof of insurance obtained,48,female,not applicable,0,gmc,2004,2,2,6,5,1,1,gmc,1,1,1,1,0,1
3652636,property damage only,33.93435,-118.09993,100000 to 250000,daylight,09:30:00,0,highway,dry,normal,clear,1,proof of insurance obtained,38,male,not applicable,0,gmc,1989,1,1,7,5,1,1,gmc,1,1,1,1,0,1
3653280,property damage only,34.1645,-118.47326,>250000,daylight,11:01:00,0,highway,dry,normal,clear,1,proof of insurance obtained,41,female,not applicable,0,jeep,2004,2,1,8,5,1,1,jeep,1,1,1,1,0,1
3654674,property damage only,34.18429,-118.9261,100000 to 250000,dark with street lights not functioning,00:30:00,0,highway,dry,normal,clear,1,no proof of insurance obtained,21,female,sleepy/fatigued,0,jeep,2007,2,1,7,2,1,1,jeep,1,1,2,3,0,1
3654939,property damage only,33.95793,-118.11167,100000 to 250000,daylight,14:35:00,0,highway,dry,normal,clear,1,proof of insurance obtained,27,male,not applicable,0,buick,2006,1,1,7,5,1,1,buick,1,1,1,1,0,1
3655068,property damage only,34.1581,-118.64179,10000 to 25000,daylight,09:50:00,0,highway,dry,normal,clear,1,proof of insurance obtained,44,male,not applicable,0,chevrolet,2005,1,1,4,5,1,1,chevrolet,1,1,1,1,0,1
3655156,property damage only,34.01891,-117.81643,50000 to 100000,daylight,06:40:00,0,highway,dry,normal,clear,1,proof of insurance obtained,32,male,not applicable,0,gmc,1992,1,1,6,5,1,1,gmc,1,1,1,1,0,1
3655221,property damage only,33.88564,-118.03167,25000 to 50000,daylight,05:44:00,0,highway,dry,normal,clear,1,proof of insurance obtained,50,male,not applicable,0,toyota,1986,1,1,5,5,1,1,toyota,1,1,1,1,0,1
3655237,property damage only,33.88951,-118.02905,10000 to 25000,daylight,16:05:00,0,highway,dry,normal,clear,1,proof of insurance obtained,28,male,not applicable,0,pontiac,2007,1,1,4,5,1,1,pontiac,1,1,1,1,0,1
3655851,pain,32.57081,-117.07828,>250000,dark with no street lights,18:25:00,0,highway,dry,obstruction,clear,1,no proof of insurance obtained,20,female,not applicable,0,ford,2002,2,2,8,1,1,1,ford,1,3,2,1,0,1
3656487,other injury,33.96067,-117.31843,>250000,dark with street lights,01:48:00,0,highway,dry,construction,clear,1,proof of insurance obtained,20,female,not applicable,0,toyota,2005,2,3,8,4,1,1,toyota,1,2,1,1,1,1
3658190,other injury,32.76571,-117.10971,>250000,dark with street lights,03:05:00,0,highway,dry,normal,cloudy,1,no proof of insurance obtained,54,male,not applicable,1,lincoln,2004,1,3,8,4,1,2,lincoln,1,1,2,1,1,1
3658255,property damage only,34.1873,-118.4743,>250000,daylight,08:05:00,0,highway,dry,obstruction,clear,1,proof of insurance obtained,37,male,not applicable,0,ford,2007,1,1,8,5,1,1,ford,1,3,1,1,0,1
3658776,other injury,36.33051,-119.40915,unincorporated,daylight,16:00:00,0,ramp,dry,normal,clear,1,proof of insurance obtained,47,male,not applicable,0,chevrolet,2001,1,3,1,5,1,1,chevrolet,2,1,1,1,0,1
3660468,pain,35.09956,-119.04207,unincorporated,dark with no street lights,02:10:00,0,highway,dry,normal,clear,1,proof of insurance obtained,20,male,not applicable,0,volvo,1998,1,2,1,1,1,1,volvo,1,1,1,1,0,1
3662787,property damage only,34.1651,-118.487,>250000,daylight,08:45:00,0,highway,dry,normal,clear,1,proof of insurance obtained,32,male,not applicable,0,saturn,2000,1,1,8,5,1,1,saturn,1,1,1,1,0,1
3663388,property damage only,33.8314,-117.8764,>250000,daylight,07:00:00,0,highway,dry,normal,clear,1,proof of insurance obtained,22,male,not applicable,0,ford,1994,1,1,8,5,1,1,ford,1,1,1,1,0,1
3663509,property damage only,34.00455,-117.95711,unincorporated,daylight,14:12:00,0,highway,dry,normal,cloudy,1,proof of insurance obtained,36,female,not applicable,0,honda,2004,2,1,1,5,1,2,honda,1,1,1,1,0,1
3664020,pain,34.1709,-118.5027,>250000,dark with street lights,19:20:00,0,highway,dry,normal,clear,1,proof of insurance obtained,26,female,not applicable,0,toyota,2001,2,2,8,4,1,1,toyota,1,1,1,1,0,1
3665229,other injury,34.01927,-117.54056,unincorporated,daylight,07:40:00,0,highway,dry,normal,clear,1,proof of insurance obtained,31,male,not applicable,0,ford,1998,1,3,1,5,1,1,ford,1,1,1,1,0,1
3665526,property damage only,32.95603,-117.09982,>250000,daylight,12:36:00,0,highway,dry,normal,clear,1,proof of insurance obtained,24,female,not applicable,0,chrysler,2003,2,1,8,5,1,1,chrysler,1,1,1,1,0,1
3665646,pain,32.80836,-117.15194,>250000,daylight,15:26:00,0,ramp,dry,normal,clear,1,proof of insurance obtained,42,male,not applicable,0,yamaha,2007,1,2,8,5,1,1,yamaha,2,1,1,1,0,1
3667880,property damage only,33.88152,-117.6178,100000 to 250000,daylight,05:26:00,0,highway,dry,normal,clear,1,proof of insurance obtained,32,male,not applicable,0,chevrolet,2006,1,1,7,5,1,1,chevrolet,1,1,1,1,0,1
3667884,pain,33.9826,-117.34223,>250000,daylight,16:50:00,0,highway,dry,normal,clear,1,proof of insurance obtained,26,female,not applicable,0,cadillac,1994,2,2,8,5,1,1,cadillac,1,1,1,1,0,1
3667892,other injury,33.89366,-117.50199,100000 to 250000,daylight,06:25:00,0,highway,dry,normal,cloudy,1,proof of insurance obtained,41,male,not applicable,0,mazda,2007,1,3,7,5,1,2,mazda,1,1,1,1,0,1
3668015,pain,34.2776,-118.5002,>250000,daylight,09:00:00,0,ramp,dry,normal,cloudy,1,proof of insurance obtained,43,female,not applicable,0,ford,1994,2,2,8,5,1,2,ford,2,1,1,1,0,1
3668179,pain,33.8,-118.1,10000 to 25000,daylight,17:20:00,0,highway,dry,normal,clear,1,proof of insurance obtained,34,male,not applicable,0,ford,1993,1,2,4,5,1,1,ford,1,1,1,1,0,1
3670665,pain,32.85373,-117.05492,>250000,daylight,14:56:00,0,highway,dry,normal,clear,1,proof of insurance obtained,31,female,not applicable,1,mercedes-benz,2000,2,2,8,5,1,1,mercedes-benz,1,1,1,1,0,1
3670669,pain,32.74411,-117.11007,>250000,dark with street lights,20:29:00,0,highway,dry,normal,clear,1,proof of insurance obtained,30,male,not applicable,0,nissan,1993,1,2,8,4,1,1,nissan,1,1,1,1,0,1
3671550,property damage only,33.65207,-117.90861,100000 to 250000,daylight,15:06:00,0,highway,dry,normal,clear,1,proof of insurance obtained,18,female,not applicable,0,honda,1991,2,1,7,5,1,1,honda,1,1,1,1,0,1
3672126,property damage only,33.95181,-117.55104,unincorporated,daylight,16:55:00,0,highway,dry,normal,clear,1,proof of insurance obtained,22,male,not applicable,0,toyota,2006,1,1,1,5,1,1,toyota,1,1,1,1,0,1
3672138,property damage only,34.35911,-119.4452,unincorporated,daylight,11:55:00,0,highway,dry,normal,clear,1,proof of insurance obtained,48,male,not applicable,0,toyota,2005,1,1,1,5,1,1,toyota,1,1,1,1,0,1
3672338,property damage only,34.15784,-118.4695,>250000,daylight,08:25:00,0,highway,dry,normal,clear,1,proof of insurance obtained,35,male,not applicable,0,honda,2000,1,1,8,5,1,1,honda,1,1,1,1,0,1
3672453,fatal,34.20754,-118.99174,50000 to 100000,daylight,13:30:00,0,highway,dry,normal,clear,1,proof of insurance obtained,80,female,not applicable,0,mercury,2004,2,5,6,5,1,1,mercury,1,1,1,1,0,1
3672603,property damage only,35.79186,-119.25267,unincorporated,dark with no street lights,01:51:00,0,highway,dry,normal,clear,1,no proof of insurance obtained,22,male,not applicable,0,ford,2001,1,1,1,1,1,1,ford,1,1,2,1,1,1
3676414,property damage only,33.98822,-117.84257,50000 to 100000,dark with no street lights,03:50:00,0,highway,dry,normal,clear,1,proof of insurance obtained,31,male,sleepy/fatigued,0,nissan,2002,1,1,6,1,1,1,nissan,1,1,1,3,0,1
3676457,property damage only,33.9171,-118.08011,100000 to 250000,daylight,11:55:00,0,highway,dry,normal,clear,1,proof of insurance obtained,28,female,not applicable,0,subaru,2004,2,1,7,5,1,1,subaru,1,1,1,1,0,1
3677550,other injury,32.84174,-117.09387,>250000,dark with no street lights,04:42:00,0,highway,wet,normal,cloudy,1,proof of insurance obtained,19,male,not applicable,0,nissan,1994,1,3,8,1,2,2,nissan,1,1,1,1,1,1
3679123,property damage only,33.88062,-117.56981,100000 to 250000,daylight,07:55:00,0,highway,dry,normal,cloudy,1,proof of insurance obtained,50,female,not applicable,0,toyota,2006,2,1,7,5,1,2,toyota,1,1,1,1,0,1
3679690,property damage only,33.87806,-118.14174,50000 to 100000,daylight,12:40:00,0,ramp,dry,normal,clear,1,proof of insurance obtained,49,male,not applicable,0,peterbilt,1996,1,1,6,5,1,1,peterbilt,2,1,1,1,0,1
3679779,other injury,33.99653,-117.87145,<2500,daylight,14:10:00,0,highway,dry,normal,clear,1,no proof of insurance obtained,36,male,not applicable,0,chevrolet,1999,1,3,2,5,1,1,chevrolet,1,1,2,1,0,1
3680175,property damage only,33.87618,-118.16621,>250000,daylight,07:10:00,0,highway,dry,normal,clear,1,no proof of insurance obtained,37,male,not applicable,0,toyota,1995,1,1,8,5,1,1,toyota,1,1,2,1,0,1
3682337,property damage only,34.00415,-117.40072,unincorporated,daylight,18:10:00,0,ramp,dry,normal,clear,1,proof of insurance obtained,34,male,not applicable,0,toyota,1998,1,1,1,5,1,1,toyota,2,1,1,1,0,1
3682537,property damage only,34.17316,-118.5407,>250000,daylight,07:50:00,0,highway,dry,normal,clear,1,proof of insurance obtained,20,male,not applicable,0,nissan,1990,1,1,8,5,1,1,nissan,1,1,1,1,0,1
3685088,pain,34.21731,-119.05004,50000 to 100000,dark with street lights,00:50:00,0,highway,dry,normal,clear,1,proof of insurance obtained,59,male,sleepy/fatigued,1,chevrolet,2004,1,2,6,4,1,1,chevrolet,1,1,1,3,0,1
3685101,property damage only,33.9424,-117.27663,100000 to 250000,daylight,06:40:00,0,highway,dry,normal,clear,1,proof of insurance obtained,26,female,not applicable,0,honda,1994,2,1,7,5,1,1,honda,1,1,1,1,0,1
3686990,property damage only,34.16816,-118.4975,>250000,daylight,07:25:00,0,highway,dry,normal,clear,1,proof of insurance obtained,30,female,not applicable,0,honda,1999,2,1,8,5,1,1,honda,1,1,1,1,0,1
3687865,property damage only,34.17093,-118.50522,>250000,daylight,09:10:00,0,highway,dry,normal,clear,1,proof of insurance obtained,36,male,not applicable,0,harley-davidson,2004,1,1,8,5,1,1,harley-davidson,1,1,1,1,0,1
3688097,property damage only,33.89671,-118.05672,10000 to 25000,daylight,16:00:00,0,highway,dry,normal,clear,1,proof of insurance obtained,43,female,not applicable,0,lexus,1995,2,1,4,5,1,1,lexus,1,1,1,1,0,1
3688127,property damage only,33.99428,-117.90282,unincorporated,daylight,14:05:00,0,highway,dry,normal,clear,1,proof of insurance obtained,17,female,not applicable,0,dodge,1998,2,1,1,5,1,1,dodge,1,1,1,1,0,1
3688136,property damage only,33.89338,-118.04633,10000 to 25000,daylight,17:40:00,0,highway,dry,normal,clear,1,proof of insurance obtained,60,female,not applicable,0,acura,2007,2,1,4,5,1,1,acura,1,1,1,1,0,1
3688553,property damage only,34.148,-118.469,>250000,dark with no street lights,01:15:00,0,highway,dry,normal,clear,1,proof of insurance obtained,27,male,not applicable,0,volkswagen,2000,1,1,8,1,1,1,volkswagen,1,1,1,1,0,1
3688882,property damage only,34.07025,-118.23747,>250000,dusk or dawn,06:50:00,0,ramp,dry,normal,cloudy,1,proof of insurance obtained,46,female,not applicable,0,toyota,2000,2,1,8,3,1,2,toyota,2,1,1,1,0,1
3689817,property damage only,33.87948,-117.55703,100000 to 250000,daylight,19:00:00,0,highway,dry,normal,clear,1,proof of insurance obtained,36,female,not applicable,0,honda,2000,2,1,7,5,1,1,honda,1,1,1,1,0,1
3690716,property damage only,34.27492,-118.92871,unincorporated,daylight,16:40:00,0,highway,dry,normal,clear,1,proof of insurance obtained,20,male,not applicable,0,toyota,1990,1,1,1,5,1,1,toyota,1,1,1,1,0,1
3692375,property damage only,34.16765,-118.49671,>250000,daylight,01:15:00,0,highway,dry,normal,clear,1,proof of insurance obtained,20,female,not applicable,0,honda,2006,2,1,8,5,1,1,honda,1,1,1,1,0,1
3696268,pain,33.93841,-117.28777,>250000,dark with street lights,22:55:00,0,highway,dry,normal,clear,1,no proof of insurance obtained,20,male,not applicable,0,volkswagen,1995,1,2,8,4,1,1,volkswagen,1,1,2,1,0,1
3696287,pain,33.87925,-118.02031,25000 to 50000,dark with no street lights,00:05:00,0,highway,dry,normal,clear,1,proof of insurance obtained,20,male,not applicable,0,toyota,1997,1,2,5,1,1,1,toyota,1,1,1,1,0,1
3696346,property damage only,33.8996,-118.05855,100000 to 250000,daylight,17:30:00,0,highway,dry,normal,clear,1,proof of insurance obtained,31,male,not applicable,0,toyota,2007,1,1,7,5,1,1,toyota,1,1,1,1,0,1
3696399,property damage only,33.87623,-118.07899,10000 to 25000,daylight,17:40:00,0,highway,dry,normal,clear,1,proof of insurance obtained,41,male,not applicable,0,chevrolet,1997,1,1,4,5,1,1,chevrolet,1,1,1,1,0,1
3697341,property damage only,34.01072,-117.82428,50000 to 100000,daylight,06:05:00,0,highway,dry,normal,clear,1,proof of insurance obtained,35,male,not applicable,0,nissan,1997,1,1,6,5,1,1,nissan,1,1,1,1,0,1
3697369,property damage only,34.03033,-118.0198,unincorporated,daylight,16:20:00,0,highway,dry,normal,clear,1,proof of insurance obtained,37,male,not applicable,0,toyota,2000,1,1,1,5,1,1,toyota,1,1,1,1,0,1
3697381,other injury,33.91657,-118.10512,100000 to 250000,daylight,10:14:00,0,highway,dry,normal,cloudy,1,proof of insurance obtained,21,male,not applicable,0,chevrolet,2006,1,3,7,5,1,2,chevrolet,1,1,1,1,0,1
3699530,property damage only,34.5103,-118.11309,unincorporated,daylight,13:00:00,0,ramp,dry,normal,clear,1,proof of insurance obtained,20,male,not applicable,0,honda,2001,1,1,1,5,1,1,honda,2,1,1,1,0,1
3699613,property damage only,33.94812,-118.09326,10000 to 25000,daylight,12:10:00,0,highway,dry,normal,clear,1,no proof of insurance obtained,18,male,not applicable,0,dodge,2001,1,1,4,5,1,1,dodge,1,1,2,1,0,1
3699756,other injury,34.39597,-119.51094,10000 to 25000,daylight,07:40:00,0,highway,dry,normal,clear,1,proof of insurance obtained,26,female,not applicable,0,pontiac,2008,2,3,4,5,1,1,pontiac,1,1,1,1,0,1
3700249,property damage only,36.14243,-119.32862,unincorporated,daylight,13:20:00,0,highway,dry,normal,clear,1,proof of insurance obtained,22,male,not applicable,0,volvo,1996,1,1,1,5,1,1,volvo,1,1,1,1,0,1
3701305,pain,33.77514,-118.04408,100000 to 250000,daylight,13:50:00,0,highway,dry,normal,clear,1,proof of insurance obtained,24,female,not applicable,0,hyundai,2006,2,2,7,5,1,1,hyundai,1,1,1,1,0,1
3702026,property damage only,33.8181,-117.876,>250000,daylight,07:20:00,0,highway,dry,normal,clear,1,proof of insurance obtained,30,male,not applicable,0,chrysler,2006,1,1,8,5,1,1,chrysler,1,1,1,1,0,1
3703197,other injury,33.90218,-117.46509,>250000,dark with street lights not functioning,23:25:00,0,highway,dry,construction,clear,1,proof of insurance obtained,32,female,not applicable,0,gmc,2000,2,3,8,2,1,1,gmc,1,2,1,1,1,1
3703822,property damage only,33.62417,-117.27538,25000 to 50000,daylight,07:30:00,0,highway,dry,normal,clear,1,proof of insurance obtained,39,male,G,0,audi,2002,1,1,5,5,1,1,audi,1,1,1,1,0,1
3706701,property damage only,33.04549,-116.87089,unincorporated,dark with no street lights,19:40:00,0,highway,dry,normal,cloudy,1,proof of insurance obtained,52,female,not applicable,0,ford,2004,2,1,1,1,1,2,ford,1,1,1,1,0,1
3707003,property damage only,33.85649,-117.98069,>250000,daylight,08:00:00,0,highway,dry,normal,clear,1,proof of insurance obtained,27,female,not applicable,0,dodge,1998,2,1,8,5,1,1,dodge,1,1,1,1,0,1
3707792,pain,33.84275,-117.53435,100000 to 250000,dark with no street lights,19:53:00,0,highway,dry,normal,clear,1,proof of insurance obtained,21,male,not applicable,0,dodge,1996,1,2,7,1,1,1,dodge,1,1,1,1,1,1
3708093,property damage only,34.12564,-117.96459,<2500,daylight,15:15:00,0,highway,dry,normal,clear,1,proof of insurance obtained,38,male,not applicable,0,gmc,1996,1,1,2,5,1,1,gmc,1,1,1,1,0,1
3711528,other injury,33.86871,-117.72832,>250000,daylight,07:30:00,0,highway,dry,normal,clear,1,proof of insurance obtained,37,male,not applicable,0,toyota,2007,1,3,8,5,1,1,toyota,1,1,1,1,0,1
3712146,pain,33.9963,-117.92459,unincorporated,daylight,18:00:00,0,highway,dry,normal,clear,1,proof of insurance obtained,30,male,not applicable,0,honda,2002,1,2,1,5,1,1,honda,1,1,1,1,0,1
3712160,property damage only,33.94404,-118.09491,10000 to 25000,daylight,11:40:00,0,highway,dry,normal,clear,1,proof of insurance obtained,43,male,not applicable,0,honda,1999,1,1,4,5,1,1,honda,1,1,1,1,0,1
3712204,property damage only,33.91667,-118.07929,100000 to 250000,daylight,11:20:00,0,highway,dry,normal,clear,1,proof of insurance obtained,20,male,not applicable,0,nissan,1998,1,1,7,5,1,1,nissan,1,1,1,1,0,1
3712924,pain,34.0195,-117.48631,unincorporated,dark with no street lights,21:35:00,0,highway,dry,normal,clear,1,no proof of insurance obtained,40,female,not applicable,0,chevrolet,2006,2,2,1,1,1,1,chevrolet,1,1,2,1,0,1
3713387,other injury,33.83126,-117.52994,unincorporated,dark with street lights,23:47:00,0,highway,dry,normal,clear,1,no proof of insurance obtained,25,female,not applicable,0,mitsubishi,2000,2,3,1,4,1,1,mitsubishi,1,1,2,1,1,1
3713975,property damage only,34.06856,-117.97282,50000 to 100000,daylight,13:15:00,0,highway,dry,normal,cloudy,1,proof of insurance obtained,42,male,not applicable,0,saturn,2000,1,1,6,5,1,2,saturn,1,1,1,1,0,1
3714132,property damage only,34.07208,-117.93038,100000 to 250000,dark with no street lights,01:50:00,0,highway,dry,normal,clear,1,proof of insurance obtained,24,male,not applicable,0,jeep,2000,1,1,7,1,1,1,jeep,1,1,1,1,1,1
3714620,property damage only,32.66632,-117.08033,50000 to 100000,daylight,10:27:00,0,highway,dry,normal,clear,1,no proof of insurance obtained,18,male,not applicable,0,ford,1995,1,1,6,5,1,1,ford,1,1,2,1,0,1
3714920,pain,36.37069,-119.2968,unincorporated,daylight,15:08:00,1,intersection,dry,normal,clear,1,proof of insurance obtained,27,male,not applicable,0,ford,2004,1,2,1,5,1,1,ford,3,1,1,1,0,1
3715454,pain,33.90702,-117.45594,>250000,daylight,08:40:00,0,highway,dry,normal,clear,1,proof of insurance obtained,59,female,not applicable,0,volkswagen,1996,2,2,8,5,1,1,volkswagen,1,1,1,1,0,1
3716257,pain,32.91781,-117.11628,>250000,daylight,18:35:00,0,highway,dry,construction,clear,1,proof of insurance obtained,39,male,not applicable,0,ford,1984,1,2,8,5,1,1,ford,1,2,1,1,0,1
3716520,property damage only,34.22488,-118.84863,100000 to 250000,daylight,08:34:00,0,highway,dry,construction,clear,1,proof of insurance obtained,26,female,not applicable,0,mercury,1993,2,1,7,5,1,1,mercury,1,2,1,1,0,1
3717603,pain,34.15445,-118.47498,>250000,daylight,08:20:00,0,highway,dry,normal,clear,1,proof of insurance obtained,26,male,not applicable,0,ford,1999,1,2,8,5,1,1,ford,1,1,1,1,0,1
3718565,property damage only,34.25972,-119.22504,100000 to 250000,daylight,07:55:00,0,highway,dry,normal,clear,1,no proof of insurance obtained,41,male,not applicable,0,toyota,2004,1,1,7,5,1,1,toyota,1,1,2,1,0,1
3719652,property damage only,33.99107,-118.06956,50000 to 100000,daylight,10:45:00,0,highway,dry,normal,clear,1,proof of insurance obtained,33,male,not applicable,0,freightliner,1987,1,1,6,5,1,1,freightliner,1,1,1,1,0,1
3719826,property damage only,34.00664,-117.82762,50000 to 100000,daylight,10:30:00,0,highway,dry,normal,cloudy,1,proof of insurance obtained,57,male,not applicable,0,chevrolet,1991,1,1,6,5,1,2,chevrolet,1,1,1,1,0,1
3722110,property damage only,33.77226,-117.90893,100000 to 250000,daylight,08:50:00,0,highway,dry,normal,clear,1,proof of insurance obtained,58,male,not applicable,0,honda,1990,1,1,7,5,1,1,honda,1,1,1,1,0,1
3723999,pain,32.78237,-117.20826,>250000,daylight,17:05:00,0,highway,dry,normal,clear,1,proof of insurance obtained,35,female,not applicable,0,ford,1996,2,2,8,5,1,1,ford,1,1,1,1,0,1
3725487,property damage only,34.20211,-118.47381,>250000,dark with street lights,03:15:00,0,ramp,wet,normal,cloudy,1,proof of insurance obtained,30,female,not applicable,0,gmc,2007,2,1,8,4,2,2,gmc,2,1,1,1,0,1
3725507,property damage only,34.16412,-118.47325,>250000,dark with no street lights,02:30:00,0,highway,dry,normal,clear,1,no proof of insurance obtained,19,female,not applicable,0,bmw,1997,2,1,8,1,1,1,bmw,1,1,2,1,0,1
3730079,pain,33.97427,-117.33406,>250000,daylight,19:00:00,0,highway,dry,construction,clear,1,proof of insurance obtained,27,female,not applicable,0,mitsubishi,2001,2,2,8,5,1,1,mitsubishi,1,2,1,1,0,1
3730834,other injury,33.85978,-117.77907,>250000,daylight,15:30:00,0,highway,dry,normal,clear,1,no proof of insurance obtained,25,male,not applicable,0,suzuki,2002,1,3,8,5,1,1,suzuki,1,1,2,1,0,1
3730838,pain,33.84983,-117.87743,>250000,daylight,16:00:00,0,highway,dry,normal,clear,1,proof of insurance obtained,18,male,not applicable,0,volvo,1986,1,2,8,5,1,1,volvo,1,1,1,1,0,1
3734597,property damage only,32.70805,-117.04789,>250000,daylight,16:51:00,0,highway,dry,normal,clear,1,proof of insurance obtained,25,male,not applicable,0,ford,1997,1,1,8,5,1,1,ford,1,1,1,1,0,1
3734681,property damage only,32.77693,-117.09832,>250000,daylight,12:15:00,0,highway,dry,normal,cloudy,1,proof of insurance obtained,71,male,not applicable,0,toyota,2002,1,1,8,5,1,2,toyota,1,1,1,1,0,1
3734834,property damage only,33.8657,-117.54207,100000 to 250000,daylight,12:20:00,0,highway,dry,construction,clear,1,proof of insurance obtained,23,female,not applicable,0,toyota,2008,2,1,7,5,1,1,toyota,1,2,1,1,0,1
3735156,property damage only,34.00971,-117.55045,unincorporated,dark with no street lights,20:52:00,0,highway,dry,normal,clear,1,proof of insurance obtained,17,male,not applicable,0,mercedes-benz,1991,1,1,1,1,1,1,mercedes-benz,1,1,1,1,0,1
3735509,property damage only,33.83406,-117.53105,unincorporated,daylight,15:35:00,0,highway,dry,normal,clear,1,proof of insurance obtained,22,male,not applicable,0,ford,2000,1,1,1,5,1,1,ford,1,1,1,1,0,1
3736268,pain,34.27198,-118.55415,>250000,daylight,17:35:00,0,ramp,dry,normal,cloudy,1,proof of insurance obtained,58,male,not applicable,0,chevrolet,2007,1,2,8,5,1,2,chevrolet,2,1,1,1,0,1
3736280,property damage only,34.13664,-118.47129,>250000,daylight,09:38:00,0,highway,dry,normal,cloudy,1,proof of insurance obtained,47,female,not applicable,0,chevrolet,2007,2,1,8,5,1,2,chevrolet,1,1,1,1,0,1
